date,latitude,longitude,squid_abundance_per_kgs,sst,chl,ssh
1/31/2016,11.1711016,123.4625467,10.234,29.01999328,1.082147,0.531632435
1/31/2016,11.2061053,123.2169966,11.45,28.61999328,0.97604,0.528580584
1/31/2016,11.2623785,123.1159574,11.567,28.59999328,0.965574,0.526139103
1/31/2016,11.2892688,123.3836846,12.67,28.58999328,1.092682,0.535294656
1/31/2016,11.3065979,123.5344451,12.89,28.58999328,1.044158,0.556047242
1/31/2016,11.3398861,123.1591792,13.89,28.57999328,0.883158,0.553605761
1/31/2016,11.6062329,123.262875,14.02,27.56999328,1.134507,0.535905026
1/31/2016,11.6141648,123.3049282,14.345,28.57999328,1.277953,0.53193762
1/31/2016,11.5489905,123.2645727,10.678,27.56999328,1.077038,0.529496139
1/31/2016,11.4290929,123.2214206,11.78,28.56999328,1.109772,0.527054658
1/31/2016,11.4466293,123.157811,13.21,28.55999328,1.060356,0.5343791
1/31/2016,11.4439327,123.1587135,12.88,28.56999328,0.874234,0.559099093
1/31/2016,11.4405376,123.1593418,10.67,28.57999328,0.835155,0.557573168
1/31/2016,11.4379184,123.1582603,14.987,27.58999328,0.894307,0.551774651
1/31/2016,11.4356218,123.1560974,11.99,28.59999328,0.916948,0.54994354
1/31/2016,11.4353683,123.1537777,13.45,27.59999328,0.88762,0.547502059
1/31/2016,11.4355143,123.1503532,10.55,28.07999327,0.871545,0.545670949
1/31/2016,11.436866,123.1473987,14.12,29.09999327,1.045638,0.543534653
1/31/2016,11.4405656,123.1464737,12.34,27.60999328,0.914962,0.540177617
2/29/2016,11.1711016,123.4625467,14.321,26.92999329,0.91322,0.545060579
2/29/2016,11.2061053,123.2169966,12.45,26.95999329,0.769414,0.542313913
2/29/2016,11.2623785,123.1159574,11.67,26.80999329,0.722088,0.540787987
2/29/2016,11.2892688,123.3836846,13.89,27.06999329,0.976907,0.538651692
2/29/2016,11.3065979,123.5344451,10.12,26.14999329,0.936943,0.535905026
2/29/2016,11.3398861,123.1591792,15.75,26.82999329,0.851941,0.544755394
2/29/2016,11.6062329,123.262875,11.88,26.90999329,0.889452,0.556047242
2/29/2016,11.6141648,123.3049282,14.56,27.05999329,0.991923,0.555742057
2/29/2016,11.5489905,123.2645727,13.02,26.23999329,0.849069,0.553910946
2/29/2016,11.4290929,123.2214206,10.9,26.91999329,0.78245,0.551774651
2/29/2016,11.4466293,123.157811,12.78,26.79999329,0.802873,0.549638355
2/29/2016,11.4439327,123.1587135,14.01,26.17999329,0.796489,0.547502059
2/29/2016,11.4405376,123.1593418,11.34,27.16999329,0.834752,0.544450209
2/29/2016,11.4379184,123.1582603,10.99,27.14999329,0.843203,0.541703543
2/29/2016,11.4356218,123.1560974,15.123,27.12999329,0.93612,0.541093173
2/29/2016,11.4353683,123.1537777,12.44,27.11999329,0.880411,0.540177617
2/29/2016,11.4355143,123.1503532,11.56,27.08999329,0.882919,0.536515396
2/29/2016,11.436866,123.1473987,13.3,27.04999329,0.864812,0.543839838
2/29/2016,11.4405656,123.1464737,14.88,27.02999329,0.794164,0.558488723
3/31/2016,11.1711016,123.4625467,10.567,26.95999329,0.485292,0.592974639
3/31/2016,11.2061053,123.2169966,9.34,26.92999329,0.335776,0.592364268
3/31/2016,11.2623785,123.1159574,10.02,26.90999329,0.309245,0.593890194
3/31/2016,11.2892688,123.3836846,8.987,27.37999328,0.642179,0.573137607
3/31/2016,11.3065979,123.5344451,9.99,27.36999328,0.749336,0.574663533
3/31/2016,11.3398861,123.1591792,10.45,27.35999328,0.554194,0.575273903
3/31/2016,11.6062329,123.262875,8.76,27.35999328,0.718056,0.574968718
3/31/2016,11.6141648,123.3049282,11,27.36999328,0.645361,0.59602649
3/31/2016,11.5489905,123.2645727,9.11,27.36999328,0.552161,0.595110934
3/31/2016,11.4290929,123.2214206,10.89,27.36999328,0.513074,0.593890194
3/31/2016,11.4466293,123.157811,8.21,27.35999328,0.437807,0.592059083
3/31/2016,11.4439327,123.1587135,9.45,27.34999329,0.362454,0.606097598
3/31/2016,11.4405376,123.1593418,10.432,27.33999329,0.424145,0.600299081
3/31/2016,11.4379184,123.1582603,8.66,27.31999329,0.579391,0.572832422
3/31/2016,11.4356218,123.1560974,11.23,27.31999329,0.623443,0.574358348
3/31/2016,11.4353683,123.1537777,9.78,27.31999329,0.585093,0.574968718
3/31/2016,11.4355143,123.1503532,10.15,27.30999329,0.59289,0.574663533
3/31/2016,11.436866,123.1473987,8.54,27.31999329,0.402251,0.59602649
3/31/2016,11.4405656,123.1464737,9.85,27.32999329,0.451401,0.593585009
4/30/2016,11.1711016,123.4625467,10.12,29.53999324,0.780631,0.578630939
4/30/2016,11.2061053,123.2169966,9.456,29.52999324,0.621025,0.581377605
4/30/2016,11.2623785,123.1159574,10.89,29.51999324,0.581281,0.587176122
4/30/2016,11.2892688,123.3836846,8.67,29.50999324,0.678103,0.590227973
4/30/2016,11.3065979,123.5344451,9.01,29.51999324,0.763159,0.592974639
4/30/2016,11.3398861,123.1591792,11,29.53999324,0.595794,0.594805749
4/30/2016,11.6062329,123.262875,9.78,29.77999323,0.771298,0.596942045
4/30/2016,11.6141648,123.3049282,10.34,29.82999323,0.809669,0.5978576
4/30/2016,11.5489905,123.2645727,8.45,29.86999323,0.721802,0.59663686
4/30/2016,11.4290929,123.2214206,10.567,29.90999323,0.700003,0.594500564
4/30/2016,11.4466293,123.157811,8.9,29.88999323,0.662069,0.590533158
4/30/2016,11.4439327,123.1587135,9.21,29.86999323,0.783439,0.574358348
4/30/2016,11.4405376,123.1593418,10.78,29.84999323,0.80679,0.575579088
4/30/2016,11.4379184,123.1582603,8.12,29.81999323,0.738487,0.576189458
4/30/2016,11.4356218,123.1560974,9.99,29.79999323,0.758688,0.578630939
4/30/2016,11.4353683,123.1537777,10.05,29.75999323,0.757632,0.578325754
4/30/2016,11.4355143,123.1503532,8.88,29.71999323,0.741839,0.576189458
4/30/2016,11.436866,123.1473987,9.87,29.66999323,0.708365,0.583208716
4/30/2016,11.4405656,123.1464737,11.11,29.63999323,0.691072,0.589312417
5/31/2016,11.1711016,123.4625467,19.567,29.36999324,0.277546,0.675679799
5/31/2016,11.2061053,123.2169966,16.45,29.37999324,0.196905,0.660115359
5/31/2016,11.2623785,123.1159574,18.9,29.36999324,0.224013,0.659810174
5/31/2016,11.2892688,123.3836846,15.87,29.36999324,0.325536,0.659810174
5/31/2016,11.3065979,123.5344451,20.12,29.33999324,0.50382,0.6613361
5/31/2016,11.3398861,123.1591792,17.34,29.29999324,0.238209,0.6613361
5/31/2016,11.6062329,123.262875,15.99,29.24999324,0.430033,0.657673879
5/31/2016,11.6141648,123.3049282,19.01,29.19999324,0.475963,0.664082766
5/31/2016,11.5489905,123.2645727,16.78,29.12999325,0.314546,0.670796838
5/31/2016,11.4290929,123.2214206,18.56,29.04999325,0.220689,0.676290169
5/31/2016,11.4466293,123.157811,19.88,29.01999325,0.202532,0.67873165
5/31/2016,11.4439327,123.1587135,17.12,28.75999325,0.110709,0.67995239
5/31/2016,11.4405376,123.1593418,15.43,28.81999325,0.071744,0.680562761
5/31/2016,11.4379184,123.1582603,16.9,28.88999325,0.110333,0.680257576
5/31/2016,11.4356218,123.1560974,20,29.35999324,0.21843,0.679647205
5/31/2016,11.4353683,123.1537777,17.78,29.37999324,0.179843,0.67812128
5/31/2016,11.4355143,123.1503532,18.21,29.39999324,0.310414,0.6613361
5/31/2016,11.436866,123.1473987,19.99,29.40999324,0.350039,0.6613361
5/31/2016,11.4405656,123.1464737,16.34,29.41999324,0.261686,0.66255684
6/30/2016,11.1711016,123.4625467,19.789,29.42999324,0.053444,0.708029419
6/30/2016,11.2061053,123.2169966,16.23,30.87999321,-0.04581,0.70925016
6/30/2016,11.2623785,123.1159574,17.45,30.87999321,-0.06089,0.71108127
6/30/2016,11.2892688,123.3836846,18.9,30.88999321,0.137297,0.71169164
6/30/2016,11.3065979,123.5344451,15.67,30.90999321,0.163062,0.71169164
6/30/2016,11.3398861,123.1591792,20.14,30.92999321,0.068858,0.71108127
6/30/2016,11.6062329,123.262875,19.01,30.9699932,0.268232,0.708029419
6/30/2016,11.6141648,123.3049282,16.78,30.9899932,0.252824,0.707419049
6/30/2016,11.5489905,123.2645727,18.22,31.0299932,0.250532,0.704672383
6/30/2016,11.4290929,123.2214206,17.11,31.0699932,0.130027,0.706198309
6/30/2016,11.4466293,123.157811,15.99,31.0899932,0.083207,0.705587938
6/30/2016,11.4439327,123.1587135,19.34,31.1099932,0.083899,0.715964232
6/30/2016,11.4405376,123.1593418,16.89,31.1099932,0.029845,0.715659047
6/30/2016,11.4379184,123.1582603,20,31.0999932,0.114331,0.713217566
6/30/2016,11.4356218,123.1560974,18.456,31.0799932,0.080157,0.712607196
6/30/2016,11.4353683,123.1537777,17.76,31.0399932,0.05556,0.713217566
6/30/2016,11.4355143,123.1503532,15.4,30.9599932,-0.00323,0.712912381
6/30/2016,11.436866,123.1473987,18,30.88999321,0.066137,0.7104709
6/30/2016,11.4405656,123.1464737,16.55,30.84999321,0.047385,0.708334604
7/31/2016,11.1711016,123.4625467,19.156,30.49999321,0.350069,0.676595354
7/31/2016,11.2061053,123.2169966,17.88,30.50999321,0.198173,0.676595354
7/31/2016,11.2623785,123.1159574,18.45,30.52999321,0.183332,0.676595354
7/31/2016,11.2892688,123.3836846,20,30.52999321,0.394005,0.675679799
7/31/2016,11.3065979,123.5344451,16.78,30.54999321,0.492768,0.665608691
7/31/2016,11.3398861,123.1591792,19.99,30.55999321,0.362959,0.665913876
7/31/2016,11.6062329,123.262875,17.35,30.56999321,0.501925,0.666219061
7/31/2016,11.6141648,123.3049282,18.76,30.57999321,0.558403,0.666829431
7/31/2016,11.5489905,123.2645727,20.14,30.41999322,0.514874,0.667439802
7/31/2016,11.4290929,123.2214206,16.56,30.39999322,0.35423,0.666219061
7/31/2016,11.4466293,123.157811,19.12,30.36999322,0.366037,0.668355357
7/31/2016,11.4439327,123.1587135,17.81,30.33999322,0.302604,0.672627948
7/31/2016,11.4405376,123.1593418,18.32,30.29999322,0.278608,0.67690054
7/31/2016,11.4379184,123.1582603,20.67,29.13999325,0.225302,0.67873165
7/31/2016,11.4356218,123.1560974,16.9,29.12999325,0.133255,0.67934202
7/31/2016,11.4353683,123.1537777,19.4,29.13999325,0.188526,0.67934202
7/31/2016,11.4355143,123.1503532,17.22,29.16999324,0.140158,0.67934202
7/31/2016,11.436866,123.1473987,18.55,29.24999324,0.179591,0.67873165
7/31/2016,11.4405656,123.1464737,20.99,30.50999321,0.338528,0.67812128
8/31/2016,11.1711016,123.4625467,19.234,29.49999324,0.002386,0.714133121
8/31/2016,11.2061053,123.2169966,17.67,29.47999324,-0.1561,0.713827936
8/31/2016,11.2623785,123.1159574,18.12,29.44999324,-0.17753,0.713827936
8/31/2016,11.2892688,123.3836846,20.45,29.43999324,0.036587,0.714743491
8/31/2016,11.3065979,123.5344451,16.88,29.41999324,0.038381,0.716574602
8/31/2016,11.3398861,123.1591792,19.01,29.41999324,-0.1208,0.717490157
8/31/2016,11.6062329,123.262875,18.99,29.42999324,0.076822,0.717795342
8/31/2016,11.6141648,123.3049282,17.23,29.43999324,0.066744,0.717795342
8/31/2016,11.5489905,123.2645727,20.56,29.45999324,0.083146,0.718100527
8/31/2016,11.4290929,123.2214206,16.49,29.48999324,-0.09338,0.718100527
8/31/2016,11.4466293,123.157811,19.89,29.50999324,0.044791,0.705893124
8/31/2016,11.4439327,123.1587135,17.56,29.53999324,-0.01914,0.707724234
8/31/2016,11.4405376,123.1593418,18.77,29.58999324,0.008236,0.708029419
8/31/2016,11.4379184,123.1582603,20.15,29.62999323,0.01159,0.711996825
8/31/2016,11.4356218,123.1560974,16.75,29.67999323,-0.08733,0.715353861
8/31/2016,11.4353683,123.1537777,19.33,29.65999323,-0.01938,0.713522751
8/31/2016,11.4355143,123.1503532,17.82,29.63999323,-0.06769,0.715048676
8/31/2016,11.436866,123.1473987,18.44,29.60999323,-0.06819,0.716574602
8/31/2016,11.4405656,123.1464737,20.12,29.57999324,-0.04034,0.717795342
9/30/2016,11.1711016,123.4625467,22.567,29.50999324,0.091016,0.712302011
9/30/2016,11.2061053,123.2169966,18.45,28.91999325,-0.24416,0.722373119
9/30/2016,11.2623785,123.1159574,24.12,28.90999325,-0.13835,0.721152378
9/30/2016,11.2892688,123.3836846,19.89,28.89999325,-0.06007,0.720542008
9/30/2016,11.3065979,123.5344451,16.78,28.87999325,-0.03695,0.720847193
9/30/2016,11.3398861,123.1591792,20.34,28.86999325,-0.15607,0.720542008
9/30/2016,11.6062329,123.262875,25,28.87999325,0.163959,0.718405712
9/30/2016,11.6141648,123.3049282,21.45,28.86999325,0.193842,0.707113864
9/30/2016,11.5489905,123.2645727,17.9,28.85999325,0.034028,0.710165715
9/30/2016,11.4290929,123.2214206,23.11,28.86999325,0.050458,0.711996825
9/30/2016,11.4466293,123.157811,15.78,28.94999325,-0.1351,0.711996825
9/30/2016,11.4439327,123.1587135,22.456,28.93999325,-0.07332,0.723899044
9/30/2016,11.4405376,123.1593418,19.22,29.00999325,-0.1373,0.723288674
9/30/2016,11.4379184,123.1582603,24.99,29.01999325,-0.00272,0.722373119
9/30/2016,11.4356218,123.1560974,18.11,29.01999325,-0.14818,0.720847193
9/30/2016,11.4353683,123.1537777,20.78,29.01999325,-0.10973,0.723593859
9/30/2016,11.4355143,123.1503532,21,28.99999325,-0.08843,0.720847193
9/30/2016,11.436866,123.1473987,23.67,28.98999325,0.073204,0.706503494
9/30/2016,11.4405656,123.1464737,16.34,28.96999325,-0.11091,0.70925016
10/31/2016,11.1711016,123.4625467,22.789,28.94999325,-0.04262,0.72542497
10/31/2016,11.2061053,123.2169966,19.45,29.66999323,-0.16976,0.723288674
10/31/2016,11.2623785,123.1159574,20.12,29.67999323,-0.16991,0.721457563
10/31/2016,11.2892688,123.3836846,23.67,29.68999323,0.084112,0.720847193
10/31/2016,11.3065979,123.5344451,17.34,29.68999323,0.065376,0.717184972
10/31/2016,11.3398861,123.1591792,24,29.68999323,-0.01444,0.721152378
10/31/2016,11.6062329,123.262875,18.89,29.66999323,0.051445,0.723593859
10/31/2016,11.6141648,123.3049282,21.23,29.66999323,0.114729,0.72603534
10/31/2016,11.5489905,123.2645727,25.11,29.63999323,0.159384,0.723593859
10/31/2016,11.4290929,123.2214206,16.78,29.60999323,-0.10618,0.722067934
10/31/2016,11.4466293,123.157811,22.9,29.57999324,0.007383,0.721152378
10/31/2016,11.4439327,123.1587135,19.99,29.56999324,-0.03076,0.717184972
10/31/2016,11.4405376,123.1593418,20.45,29.42999324,-0.07252,0.722678304
10/31/2016,11.4379184,123.1582603,24.67,29.43999324,-0.00352,0.72603534
10/31/2016,11.4356218,123.1560974,15.01,29.44999324,-0.22145,0.72603534
10/31/2016,11.4353683,123.1537777,23.56,29.50999324,-0.04447,0.728476821
10/31/2016,11.4355143,123.1503532,17.85,29.51999324,-0.17563,0.728782006
10/31/2016,11.436866,123.1473987,21.78,29.52999324,-0.08567,0.728476821
