date,latitude,longitude,squid_abundance_per_kgs,sst,chl,ssh
1/31/2016,11.154486,123.0431768,15.4128,28.13999327,46.69726,0.535905026
1/31/2016,11.1711016,123.4625467,13.7895,27.61999328,12.65792,0.531632435
1/31/2016,11.2061053,123.2169966,16.1662,27.61999328,18.34876,0.528580584
1/31/2016,11.2623785,123.1159574,14.5329,27.59999328,45.35328,0.526139103
1/31/2016,11.2892688,123.3836846,16.8996,27.58999328,18.65528,0.535294656
1/31/2016,11.3065979,123.5344451,13.2663,27.58999328,36.22889,0.556047242
1/31/2016,11.3398861,123.1591792,15.633,27.57999328,31.3374,0.553605761
1/31/2016,11.6062329,123.262875,17.054,27.56999328,7.836645,0.535905026
1/31/2016,11.6141648,123.3049282,14.3057,27.57999328,2.854763,0.53193762
1/31/2016,11.5489905,123.2645727,16.5724,27.56999328,1.364193,0.529496139
1/31/2016,11.4290929,123.2214206,13.9421,27.56999328,4.006763,0.527054658
1/31/2016,11.4466293,123.157811,15.309,27.55999328,2.043463,0.5343791
1/31/2016,11.4439327,123.1587135,17.123,27.56999328,0.890031,0.559099093
1/31/2016,11.4405376,123.1593418,14.1758,27.57999328,0.468986,0.557573168
1/31/2016,11.4379184,123.1582603,16.0425,27.58999328,1.027643,0.551774651
1/31/2016,11.4356218,123.1560974,13.6192,27.59999328,0.704715,0.54994354
1/31/2016,11.4353683,123.1537777,15.876,27.59999328,0.6822,0.547502059
1/31/2016,11.4355143,123.1503532,14.7487,28.07999327,1.988809,0.545670949
1/31/2016,11.436866,123.1473987,16.4154,28.09999327,1.463306,0.543534653
1/31/2016,11.4405656,123.1464737,13.9921,27.60999328,1.761298,0.540177617
2/29/2016,11.154486,123.0431768,18.25,26.91999329,0.282139,0.536210211
2/29/2016,11.1711016,123.4625467,17.009,26.92999329,0.321811,0.545060579
2/29/2016,11.2061053,123.2169966,17.23,26.95999329,0.274045,0.542313913
2/29/2016,11.2623785,123.1159574,16.04,27.00999329,0.258439,0.540787987
2/29/2016,11.2892688,123.3836846,18.065,27.06999329,0.589422,0.538651692
2/29/2016,11.3065979,123.5344451,20.12,27.14999329,0.316058,0.535905026
2/29/2016,11.3398861,123.1591792,17.565,27.22999329,0.571782,0.544755394
2/29/2016,11.6062329,123.262875,15.007,27.30999329,0.386202,0.556047242
2/29/2016,11.6141648,123.3049282,18.96,27.25999329,0.423905,0.555742057
2/29/2016,11.5489905,123.2645727,16.065,27.23999329,20.82831,0.553910946
2/29/2016,11.4290929,123.2214206,14.04,27.21999329,13.35523,0.551774651
2/29/2016,11.4466293,123.157811,23.98,27.19999329,10.15537,0.549638355
2/29/2016,11.4439327,123.1587135,18.637,27.17999329,28.94304,0.547502059
2/29/2016,11.4405376,123.1593418,16.888,27.16999329,13.86153,0.544450209
2/29/2016,11.4379184,123.1582603,15.009,27.14999329,8.624091,0.541703543
2/29/2016,11.4356218,123.1560974,13.9,27.12999329,11.78057,0.541093173
2/29/2016,11.4353683,123.1537777,20.897,27.11999329,21.7577,0.540177617
2/29/2016,11.4355143,123.1503532,18.99,27.08999329,14.36461,0.536515396
2/29/2016,11.436866,123.1473987,17.006,27.04999329,10.59324,0.543839838
2/29/2016,11.4405656,123.1464737,21.539,27.02999329,9.261219,0.558488723
3/31/2016,11.154486,123.0431768,20.24,26.98999329,23.34187,0.592974639
3/31/2016,11.1711016,123.4625467,15.9,26.95999329,10.59697,0.592974639
3/31/2016,11.2061053,123.2169966,20.982,26.92999329,12.34693,0.592364268
3/31/2016,11.2623785,123.1159574,14.905,26.90999329,21.43589,0.593890194
3/31/2016,11.2892688,123.3836846,17.983,27.37999328,20.01097,0.573137607
3/31/2016,11.3065979,123.5344451,23.002,27.36999328,34.65876,0.574663533
3/31/2016,11.3398861,123.1591792,20.998,27.35999328,15.74035,0.575273903
3/31/2016,11.6062329,123.262875,20.2,27.35999328,28.58284,0.574968718
3/31/2016,11.6141648,123.3049282,20.45,27.36999328,21.42287,0.59602649
3/31/2016,11.5489905,123.2645727,18.902,27.36999328,10.96443,0.595110934
3/31/2016,11.4290929,123.2214206,19.784,27.36999328,13.35757,0.593890194
3/31/2016,11.4466293,123.157811,23.93,27.35999328,12.45323,0.592059083
3/31/2016,11.4439327,123.1587135,17.92,27.34999329,15.55868,0.606097598
3/31/2016,11.4405376,123.1593418,16.9,27.33999329,10.5696,0.600299081
3/31/2016,11.4379184,123.1582603,18.43,27.31999329,11.78088,0.572832422
3/31/2016,11.4356218,123.1560974,19.872,27.31999329,7.616385,0.574358348
3/31/2016,11.4353683,123.1537777,20.892,27.31999329,21.81963,0.574968718
3/31/2016,11.4355143,123.1503532,20.002,27.30999329,7.085878,0.574663533
3/31/2016,11.436866,123.1473987,21.38,27.31999329,26.29081,0.59602649
3/31/2016,11.4405656,123.1464737,17.344,27.32999329,13.78787,0.593585009
4/30/2016,11.154486,123.0431768,22.6,27.33999329,16.37009,0.570390942
4/30/2016,11.1711016,123.4625467,23.892,29.53999324,13.77396,0.578630939
4/30/2016,11.2061053,123.2169966,22.567,29.52999324,19.19183,0.581377605
4/30/2016,11.2623785,123.1159574,16.89,29.51999324,12.10425,0.587176122
4/30/2016,11.2892688,123.3836846,18.837,29.50999324,9.073256,0.590227973
4/30/2016,11.3065979,123.5344451,20.635,29.51999324,9.829697,0.592974639
4/30/2016,11.3398861,123.1591792,16.825,29.53999324,13.16313,0.594805749
4/30/2016,11.6062329,123.262875,20.843,29.77999323,16.75888,0.596942045
4/30/2016,11.6141648,123.3049282,20.004,29.82999323,14.79576,0.5978576
4/30/2016,11.5489905,123.2645727,19.53,29.86999323,6.349319,0.59663686
4/30/2016,11.4290929,123.2214206,18.627,29.90999323,12.42807,0.594500564
4/30/2016,11.4466293,123.157811,22.88,29.88999323,14.04701,0.590533158
4/30/2016,11.4439327,123.1587135,21.992,29.86999323,11.47548,0.574358348
4/30/2016,11.4405376,123.1593418,20.536,29.84999323,14.45694,0.575579088
4/30/2016,11.4379184,123.1582603,19.463,29.81999323,13.77038,0.576189458
4/30/2016,11.4356218,123.1560974,21.763,29.79999323,19.95758,0.578630939
4/30/2016,11.4353683,123.1537777,23.002,29.75999323,8.508986,0.578325754
4/30/2016,11.4355143,123.1503532,21.45,29.71999323,9.63343,0.576189458
4/30/2016,11.436866,123.1473987,20.023,29.66999323,7.589231,0.583208716
4/30/2016,11.4405656,123.1464737,18.634,29.63999323,10.39558,0.589312417
5/31/2016,11.154486,123.0431768,25.1,29.58999324,17.23572,0.676595354
5/31/2016,11.1711016,123.4625467,25.78,29.36999324,7.945061,0.675679799
5/31/2016,11.2061053,123.2169966,24.873,29.37999324,25.87685,0.660115359
5/31/2016,11.2623785,123.1159574,20.785,29.36999324,19.46446,0.659810174
5/31/2016,11.2892688,123.3836846,17.65,29.36999324,12.79261,0.659810174
5/31/2016,11.3065979,123.5344451,22.526,29.33999324,12.22046,0.6613361
5/31/2016,11.3398861,123.1591792,19.463,29.29999324,17.53868,0.6613361
5/31/2016,11.6062329,123.262875,18.752,29.24999324,10.88748,0.657673879
5/31/2016,11.6141648,123.3049282,25.882,29.19999324,16.03969,0.664082766
5/31/2016,11.5489905,123.2645727,26.536,29.12999325,14.13549,0.670796838
5/31/2016,11.4290929,123.2214206,21.001,29.04999325,16.74693,0.676290169
5/31/2016,11.4466293,123.157811,17.653,29.01999325,12.72776,0.67873165
5/31/2016,11.4439327,123.1587135,18.892,28.75999325,34.98516,0.67995239
5/31/2016,11.4405376,123.1593418,26.62,28.81999325,19.06088,0.680562761
5/31/2016,11.4379184,123.1582603,25.001,28.88999325,11.67312,0.680257576
5/31/2016,11.4356218,123.1560974,23.54,29.35999324,24.52678,0.679647205
5/31/2016,11.4353683,123.1537777,18.53,29.37999324,14.51621,0.67812128
5/31/2016,11.4355143,123.1503532,19.652,29.39999324,21.44971,0.6613361
5/31/2016,11.436866,123.1473987,20.632,29.40999324,13.32618,0.6613361
5/31/2016,11.4405656,123.1464737,25.98,29.41999324,12.60307,0.66255684
6/30/2016,11.154486,123.0431768,30.57,29.41999324,37.56671,0.708639789
6/30/2016,11.1711016,123.4625467,31.872,29.42999324,33.6945,0.708029419
6/30/2016,11.2061053,123.2169966,29.822,30.87999321,28.52083,0.70925016
6/30/2016,11.2623785,123.1159574,25.83,30.87999321,25.94057,0.71108127
6/30/2016,11.2892688,123.3836846,24.763,30.88999321,19.70568,0.71169164
6/30/2016,11.3065979,123.5344451,19.683,30.90999321,14.29355,0.71169164
6/30/2016,11.3398861,123.1591792,19.9,30.92999321,14.93846,0.71108127
6/30/2016,11.6062329,123.262875,30.006,30.9699932,53.98629,0.708029419
6/30/2016,11.6141648,123.3049282,32.9,30.9899932,22.07331,0.707419049
6/30/2016,11.5489905,123.2645727,31.656,31.0299932,6.606216,0.704672383
6/30/2016,11.4290929,123.2214206,29.8,31.0699932,37.95185,0.706198309
6/30/2016,11.4466293,123.157811,27.2,31.0899932,8.26085,0.705587938
6/30/2016,11.4439327,123.1587135,25.893,31.1099932,8.808092,0.715964232
6/30/2016,11.4405376,123.1593418,32.904,31.1099932,14.78217,0.715659047
6/30/2016,11.4379184,123.1582603,23.73,31.0999932,11.08155,0.713217566
6/30/2016,11.4356218,123.1560974,31.821,31.0799932,13.64519,0.712607196
6/30/2016,11.4353683,123.1537777,28.89,31.0399932,16.34809,0.713217566
6/30/2016,11.4355143,123.1503532,30.773,30.9599932,8.438883,0.712912381
6/30/2016,11.436866,123.1473987,32.667,30.88999321,8.820583,0.7104709
6/30/2016,11.4405656,123.1464737,29.8,30.84999321,21.16479,0.708334604
7/31/2016,11.154486,123.0431768,29.225,29.35999324,7.835063,0.676595354
7/31/2016,11.1711016,123.4625467,28.92,30.49999321,12.70275,0.676595354
7/31/2016,11.2061053,123.2169966,29.771,30.50999321,8.314106,0.676595354
7/31/2016,11.2623785,123.1159574,20.673,30.52999321,14.82359,0.676595354
7/31/2016,11.2892688,123.3836846,23.873,30.52999321,19.77875,0.675679799
7/31/2016,11.3065979,123.5344451,30.861,30.54999321,13.58144,0.665608691
7/31/2016,11.3398861,123.1591792,25.7,30.55999321,15.31933,0.665913876
7/31/2016,11.6062329,123.262875,25.89,30.56999321,13.076,0.666219061
7/31/2016,11.6141648,123.3049282,29.892,30.57999321,9.885859,0.666829431
7/31/2016,11.5489905,123.2645727,23.873,30.41999322,9.107815,0.667439802
7/31/2016,11.4290929,123.2214206,31.983,30.39999322,9.486385,0.666219061
7/31/2016,11.4466293,123.157811,30.84,30.36999322,18.06091,0.668355357
7/31/2016,11.4439327,123.1587135,20.82,30.33999322,9.126183,0.672627948
7/31/2016,11.4405376,123.1593418,25.78,30.29999322,10.72241,0.67690054
7/31/2016,11.4379184,123.1582603,26.83,29.13999325,14.35167,0.67873165
7/31/2016,11.4356218,123.1560974,20.982,29.12999325,12.0751,0.67934202
7/31/2016,11.4353683,123.1537777,30.762,29.13999325,10.3322,0.67934202
7/31/2016,11.4355143,123.1503532,25.762,29.16999324,15.25286,0.67934202
7/31/2016,11.436866,123.1473987,24.003,29.24999324,11.57233,0.67873165
7/31/2016,11.4405656,123.1464737,24.996,30.50999321,9.78199,0.67812128
8/31/2016,11.154486,123.0431768,26.03,29.52999324,8.361954,0.712607196
8/31/2016,11.1711016,123.4625467,26.992,29.49999324,9.456252,0.714133121
8/31/2016,11.2061053,123.2169966,28.74,29.47999324,4.370939,0.713827936
8/31/2016,11.2623785,123.1159574,28.821,29.44999324,9.842669,0.713827936
8/31/2016,11.2892688,123.3836846,26.7621,29.43999324,16.9179,0.714743491
8/31/2016,11.3065979,123.5344451,25.526,29.41999324,17.1583,0.716574602
8/31/2016,11.3398861,123.1591792,20.76,29.41999324,12.20986,0.717490157
8/31/2016,11.6062329,123.262875,22.661,29.42999324,20.41803,0.717795342
8/31/2016,11.6141648,123.3049282,26.0923,29.43999324,17.02528,0.717795342
8/31/2016,11.5489905,123.2645727,28.821,29.45999324,16.34922,0.718100527
8/31/2016,11.4290929,123.2214206,25.621,29.48999324,8.834844,0.718100527
8/31/2016,11.4466293,123.157811,24.764,29.50999324,9.805826,0.705893124
8/31/2016,11.4439327,123.1587135,23.6711,29.53999324,9.594676,0.707724234
8/31/2016,11.4405376,123.1593418,25.7123,29.58999324,5.722359,0.708029419
8/31/2016,11.4379184,123.1582603,30.76,29.62999323,9.205487,0.711996825
8/31/2016,11.4356218,123.1560974,21.712,29.67999323,14.46931,0.715353861
8/31/2016,11.4353683,123.1537777,27.652,29.65999323,11.43801,0.713522751
8/31/2016,11.4355143,123.1503532,29.751,29.63999323,8.857531,0.715048676
8/31/2016,11.436866,123.1473987,30.675,29.60999323,25.65868,0.716574602
8/31/2016,11.4405656,123.1464737,24.6,29.57999324,11.14567,0.717795342
9/30/2016,11.154486,123.0431768,24.03,29.54999324,7.279778,0.71108127
9/30/2016,11.1711016,123.4625467,21.1797,29.50999324,23.00698,0.712302011
9/30/2016,11.2061053,123.2169966,23.878,28.91999325,8.233728,0.722373119
9/30/2016,11.2623785,123.1159574,24.3426,28.90999325,7.689948,0.721152378
9/30/2016,11.2892688,123.3836846,21.866,28.89999325,18.93932,0.720542008
9/30/2016,11.3065979,123.5344451,23.653,28.87999325,10.78221,0.720847193
